External_Id__c,ArticleNumber__c,CreatedDate__c,Owner.External_Id__c,PublishStatus__c,IsLatestVersion__c,IsVisibleInApp__c,IsVisibleInCsp__c,IsVisibleInPkb__c,IsVisibleInPrm__c,KCSArticle__ka.External_Id__c,Title__c,VersionNumber__c,Language__c
W_KCSArticleVersion.58,58,2016-11-20 00:00:00,W_Services_User.2,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.58,Games,1,en_US
W_KCSArticleVersion.59,59,2016-10-17 00:00:00,W_Services_User.4,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.59,Music,1,en_US
W_KCSArticleVersion.60,60,2017-04-07 00:00:00,W_Services_User.8,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.60,Shoes,1,en_US
W_KCSArticleVersion.61,61,2016-09-23 00:00:00,W_Services_User.4,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.61,Health,1,en_US
W_KCSArticleVersion.62,62,2016-09-18 00:00:00,W_Services_User.10,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.62,Industrial,1,en_US
W_KCSArticleVersion.63,63,2017-01-13 00:00:00,W_Services_User.13,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.63,Electronics,1,en_US
W_KCSArticleVersion.64,64,2016-07-28 00:00:00,W_Services_User.14,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.64,Music,1,en_US
W_KCSArticleVersion.65,65,2016-10-21 00:00:00,W_Services_User.7,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.65,Computers,1,en_US
W_KCSArticleVersion.66,66,2016-10-23 00:00:00,W_Services_User.4,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.66,Beauty,1,en_US
W_KCSArticleVersion.67,67,2016-09-05 00:00:00,W_Services_User.6,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.67,Sports,1,en_US
W_KCSArticleVersion.68,68,2017-01-25 00:00:00,W_Services_User.2,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.68,Industrial,1,en_US
W_KCSArticleVersion.69,69,2016-04-23 00:00:00,W_Services_User.18,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.69,Books,1,en_US
W_KCSArticleVersion.70,70,2016-12-28 00:00:00,W_Services_User.14,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.70,Sports,1,en_US
W_KCSArticleVersion.71,71,2016-08-13 00:00:00,W_Services_User.7,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.71,Shoes,1,en_US
W_KCSArticleVersion.72,72,2016-08-28 00:00:00,W_Services_User.20,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.72,Health,1,en_US
W_KCSArticleVersion.73,73,2017-01-08 00:00:00,W_Services_User.1,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.73,Games,1,en_US
W_KCSArticleVersion.74,74,2017-01-04 00:00:00,W_Services_User.12,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.74,Kids,1,en_US
W_KCSArticleVersion.75,75,2016-09-02 00:00:00,W_Services_User.10,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.75,Automotive,1,en_US
W_KCSArticleVersion.76,76,2016-04-19 00:00:00,W_Services_User.3,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.76,Music,1,en_US
W_KCSArticleVersion.77,77,2016-09-05 00:00:00,W_Services_User.1,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.77,Shoes,1,en_US
W_KCSArticleVersion.78,78,2016-07-07 00:00:00,W_Services_User.2,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.78,Clothing,1,en_US
W_KCSArticleVersion.79,79,2017-01-15 00:00:00,W_Services_User.1,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.79,Garden,1,en_US
W_KCSArticleVersion.80,80,2016-07-27 00:00:00,W_Services_User.20,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.80,Kids,1,en_US
W_KCSArticleVersion.81,81,2016-12-16 00:00:00,W_Services_User.12,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.81,Computers,1,en_US
W_KCSArticleVersion.82,82,2016-12-02 00:00:00,W_Services_User.18,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.82,Jewelery,1,en_US
W_KCSArticleVersion.83,83,2016-05-10 00:00:00,W_Services_User.4,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.83,Jewelery,1,en_US
W_KCSArticleVersion.84,84,2016-08-16 00:00:00,W_Services_User.17,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.84,Shoes,1,en_US
W_KCSArticleVersion.85,85,2016-12-17 00:00:00,W_Services_User.1,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.85,Garden,1,en_US
W_KCSArticleVersion.86,86,2016-07-10 00:00:00,W_Services_User.18,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.86,Beauty,1,en_US
W_KCSArticleVersion.87,87,2016-04-13 00:00:00,W_Services_User.4,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.87,Movies,1,en_US
W_KCSArticleVersion.88,88,2017-03-09 00:00:00,W_Services_User.11,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.88,Computers,1,en_US
W_KCSArticleVersion.89,89,2017-01-19 00:00:00,W_Services_User.18,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.89,Grocery,1,en_US
W_KCSArticleVersion.90,90,2016-10-26 00:00:00,W_Services_User.11,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.90,Home,1,en_US
W_KCSArticleVersion.91,91,2016-06-07 00:00:00,W_Services_User.7,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.91,Movies,1,en_US
W_KCSArticleVersion.92,92,2017-02-05 00:00:00,W_Services_User.9,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.92,Automotive,1,en_US
W_KCSArticleVersion.93,93,2017-03-06 00:00:00,W_Services_User.2,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.93,Shoes,1,en_US
W_KCSArticleVersion.94,94,2017-02-15 00:00:00,W_Services_User.9,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.94,Computers,1,en_US
W_KCSArticleVersion.95,95,2016-07-06 00:00:00,W_Services_User.5,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.95,Movies,1,en_US
W_KCSArticleVersion.96,96,2016-04-20 00:00:00,W_Services_User.17,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.96,Outdoors,1,en_US
W_KCSArticleVersion.97,97,2016-12-23 00:00:00,W_Services_User.8,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.97,Baby,1,en_US
W_KCSArticleVersion.98,98,2017-02-16 00:00:00,W_Services_User.20,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.98,Automotive,1,en_US
W_KCSArticleVersion.99,99,2016-12-12 00:00:00,W_Services_User.6,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.99,Jewelery,1,en_US
W_KCSArticleVersion.100,100,2016-07-10 00:00:00,W_Services_User.5,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.100,Sports,1,en_US
W_KCSArticleVersion.101,101,2016-07-08 00:00:00,W_Services_User.10,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.101,Clothing,1,en_US
W_KCSArticleVersion.102,102,2016-09-19 00:00:00,W_Services_User.16,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.102,Computers,1,en_US
W_KCSArticleVersion.103,103,2016-10-27 00:00:00,W_Services_User.20,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.103,Grocery,1,en_US
W_KCSArticleVersion.104,104,2016-07-29 00:00:00,W_Services_User.8,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.104,Outdoors,1,en_US
W_KCSArticleVersion.105,105,2016-04-17 00:00:00,W_Services_User.13,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.105,Books,1,en_US
W_KCSArticleVersion.106,106,2017-01-13 00:00:00,W_Services_User.2,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.106,Electronics,1,en_US
W_KCSArticleVersion.107,107,2017-02-22 00:00:00,W_Services_User.15,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.107,Outdoors,1,en_US
W_KCSArticleVersion.108,108,2016-04-21 00:00:00,W_Services_User.10,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.108,Shoes,1,en_US
W_KCSArticleVersion.109,109,2016-05-13 00:00:00,W_Services_User.16,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.109,Music,1,en_US
W_KCSArticleVersion.110,110,2017-02-16 00:00:00,W_Services_User.10,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.110,Music,1,en_US
W_KCSArticleVersion.111,111,2017-02-19 00:00:00,W_Services_User.1,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.111,Garden,1,en_US
W_KCSArticleVersion.112,112,2017-02-22 00:00:00,W_Services_User.16,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.112,Baby,1,en_US
W_KCSArticleVersion.113,113,2016-04-28 00:00:00,W_Services_User.14,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.113,Music,1,en_US
W_KCSArticleVersion.114,114,2016-06-02 00:00:00,W_Services_User.19,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.114,Beauty,1,en_US
W_KCSArticleVersion.115,115,2016-09-11 00:00:00,W_Services_User.3,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.115,Movies,1,en_US
W_KCSArticleVersion.116,116,2017-02-24 00:00:00,W_Services_User.17,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.116,Industrial,1,en_US
W_KCSArticleVersion.117,117,2016-06-07 00:00:00,W_Services_User.11,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.117,Games,1,en_US
W_KCSArticleVersion.118,118,2017-01-15 00:00:00,W_Services_User.8,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.118,Kids,1,en_US
W_KCSArticleVersion.119,119,2017-01-08 00:00:00,W_Services_User.18,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.119,Computers,1,en_US
W_KCSArticleVersion.120,120,2016-12-08 00:00:00,W_Services_User.9,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.120,Beauty,1,en_US
W_KCSArticleVersion.121,121,2016-05-28 00:00:00,W_Services_User.2,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.121,Sports,1,en_US
W_KCSArticleVersion.122,122,2016-11-24 00:00:00,W_Services_User.4,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.122,Games,1,en_US
W_KCSArticleVersion.123,123,2016-04-27 00:00:00,W_Services_User.1,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.123,Sports,1,en_US
W_KCSArticleVersion.124,124,2016-08-20 00:00:00,W_Services_User.13,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.124,Industrial,1,en_US
W_KCSArticleVersion.125,125,2016-08-06 00:00:00,W_Services_User.3,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.125,Automotive,1,en_US
W_KCSArticleVersion.126,126,2017-01-09 00:00:00,W_Services_User.4,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.126,Music,1,en_US
W_KCSArticleVersion.127,127,2017-04-04 00:00:00,W_Services_User.8,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.127,Outdoors,1,en_US
W_KCSArticleVersion.128,128,2016-08-21 00:00:00,W_Services_User.17,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.128,Games,1,en_US
W_KCSArticleVersion.129,129,2016-09-28 00:00:00,W_Services_User.19,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.129,Movies,1,en_US
W_KCSArticleVersion.130,130,2016-06-28 00:00:00,W_Services_User.11,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.130,Games,1,en_US
W_KCSArticleVersion.131,131,2017-03-03 00:00:00,W_Services_User.4,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.131,Beauty,1,en_US
W_KCSArticleVersion.132,132,2016-07-31 00:00:00,W_Services_User.14,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.132,Health,1,en_US
W_KCSArticleVersion.133,133,2016-07-10 00:00:00,W_Services_User.20,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.133,Home,1,en_US
W_KCSArticleVersion.134,134,2017-01-04 00:00:00,W_Services_User.8,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.134,Sports,1,en_US
W_KCSArticleVersion.135,135,2016-12-02 00:00:00,W_Services_User.11,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.135,Clothing,1,en_US
W_KCSArticleVersion.136,136,2016-04-25 00:00:00,W_Services_User.16,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.136,Automotive,1,en_US
W_KCSArticleVersion.137,137,2016-09-25 00:00:00,W_Services_User.4,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.137,Health,1,en_US
W_KCSArticleVersion.138,138,2016-09-03 00:00:00,W_Services_User.18,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.138,Baby,1,en_US
W_KCSArticleVersion.139,139,2016-06-21 00:00:00,W_Services_User.11,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.139,Industrial,1,en_US
W_KCSArticleVersion.140,140,2016-11-25 00:00:00,W_Services_User.2,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.140,Baby,1,en_US
W_KCSArticleVersion.141,141,2017-01-13 00:00:00,W_Services_User.13,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.141,Sports,1,en_US
W_KCSArticleVersion.142,142,2016-10-06 00:00:00,W_Services_User.11,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.142,Beauty,1,en_US
W_KCSArticleVersion.143,143,2017-04-07 00:00:00,W_Services_User.2,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.143,Grocery,1,en_US
W_KCSArticleVersion.144,144,2016-09-30 00:00:00,W_Services_User.18,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.144,Tools,1,en_US
W_KCSArticleVersion.145,145,2016-05-05 00:00:00,W_Services_User.8,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.145,Books,1,en_US
W_KCSArticleVersion.146,146,2017-02-05 00:00:00,W_Services_User.15,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.146,Sports,1,en_US
W_KCSArticleVersion.147,147,2016-04-14 00:00:00,W_Services_User.10,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.147,Health,1,en_US
W_KCSArticleVersion.148,148,2016-11-15 00:00:00,W_Services_User.17,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.148,Baby,1,en_US
W_KCSArticleVersion.149,149,2017-01-26 00:00:00,W_Services_User.6,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.149,Electronics,1,en_US
W_KCSArticleVersion.150,150,2016-06-18 00:00:00,W_Services_User.4,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.150,Jewelery,1,en_US
W_KCSArticleVersion.151,151,2017-02-15 00:00:00,W_Services_User.4,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.151,Outdoors,1,en_US
W_KCSArticleVersion.152,152,2016-11-05 00:00:00,W_Services_User.12,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.152,Toys,1,en_US
W_KCSArticleVersion.153,153,2016-10-02 00:00:00,W_Services_User.7,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.153,Garden,1,en_US
W_KCSArticleVersion.154,154,2016-07-26 00:00:00,W_Services_User.6,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.154,Tools,1,en_US
W_KCSArticleVersion.155,155,2016-04-29 00:00:00,W_Services_User.13,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.155,Baby,1,en_US
W_KCSArticleVersion.156,156,2017-02-01 00:00:00,W_Services_User.20,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.156,Automotive,1,en_US
