External_Id__c,AtCapacityDuration__c,AverageCapacity__c,ConfiguredCapacity__c,CreatedDate__c,IdleDuration__c,IsAway__c,IsCurrentState__c,StatusDuration__c,StatusStartDate__c,StatusEndDate__c,Owner.External_Id__c,User.External_Id__c,ServicePresenceStatus.DeveloperName
W_UserServicePresence.38,544,261,79,2017-02-13 13:19:12,95,false,false,654,2016-07-07 10:54:36,2016-07-07 11:05:30,W_Services_User.8,W_Services_User.8,Busy_Lunch
W_UserServicePresence.39,447,133,454,2017-03-10 21:51:09,289,true,true,655,2017-01-12 21:25:17,2017-01-12 21:36:12,W_Services_User.16,W_Services_User.16,Busy_Training
W_UserServicePresence.40,395,126,306,2017-03-20 20:44:22,442,false,false,586,2016-10-10 11:44:53,2016-10-10 11:54:39,W_Services_User.11,W_Services_User.11,Available_Live_Agent
W_UserServicePresence.41,243,167,228,2016-12-12 00:39:50,372,false,false,263,2016-10-22 09:41:12,2016-10-22 09:45:35,W_Services_User.13,W_Services_User.13,Busy_Lunch
W_UserServicePresence.42,862,209,529,2017-03-22 12:55:22,592,false,true,135,2017-01-13 13:38:40,2017-01-13 13:40:55,W_Services_User.14,W_Services_User.14,Online
W_UserServicePresence.43,230,468,473,2016-12-29 18:55:50,210,true,true,171,2016-08-13 12:44:44,2016-08-13 12:47:35,W_Services_User.7,W_Services_User.7,Busy
W_UserServicePresence.44,576,483,43,2016-11-21 06:16:27,169,true,false,588,2017-02-19 05:12:29,2017-02-19 05:22:17,W_Services_User.16,W_Services_User.16,Busy_Lunch
W_UserServicePresence.45,403,201,220,2016-07-27 19:28:09,548,true,false,499,2016-08-10 21:42:50,2016-08-10 21:51:09,W_Services_User.10,W_Services_User.10,Available_Live_Agent
W_UserServicePresence.46,94,73,175,2017-03-18 09:37:16,206,true,true,261,2016-12-21 18:21:39,2016-12-21 18:26:00,W_Services_User.6,W_Services_User.6,Available_LiveMessage
W_UserServicePresence.47,339,451,316,2017-01-10 09:24:06,475,false,false,169,2017-03-24 02:55:57,2017-03-24 02:58:46,W_Services_User.20,W_Services_User.20,Online
W_UserServicePresence.48,223,204,477,2017-02-07 12:10:41,336,false,false,823,2016-11-09 02:00:48,2016-11-09 02:14:31,W_Services_User.7,W_Services_User.7,Online
W_UserServicePresence.49,130,362,245,2017-03-08 18:19:19,336,true,false,576,2017-03-15 02:33:28,2017-03-15 02:43:04,W_Services_User.9,W_Services_User.9,Available_Live_Agent
W_UserServicePresence.50,55,247,196,2016-09-26 14:29:37,543,true,false,518,2016-12-28 23:18:14,2016-12-28 23:26:52,W_Services_User.7,W_Services_User.7,Available_Live_Agent
W_UserServicePresence.51,848,50,382,2017-01-14 04:14:39,251,true,false,603,2016-07-11 09:10:54,2016-07-11 09:20:57,W_Services_User.19,W_Services_User.19,Busy_Lunch
W_UserServicePresence.52,838,475,425,2016-11-24 07:12:29,262,true,true,228,2017-02-13 21:24:05,2017-02-13 21:27:53,W_Services_User.19,W_Services_User.19,Available_LiveMessage
W_UserServicePresence.53,181,251,175,2016-12-04 04:09:55,68,true,true,900,2016-10-05 21:29:31,2016-10-05 21:44:31,W_Services_User.3,W_Services_User.3,Busy_Break
W_UserServicePresence.54,40,398,598,2017-03-18 21:58:54,42,true,true,148,2016-07-14 09:46:40,2016-07-14 09:49:08,W_Services_User.12,W_Services_User.12,Busy_Training
W_UserServicePresence.55,244,171,453,2016-12-20 12:41:52,488,true,false,34,2016-10-12 19:29:18,2016-10-12 19:29:52,W_Services_User.4,W_Services_User.4,Busy
W_UserServicePresence.56,710,478,504,2016-08-07 02:08:36,487,false,true,394,2016-09-02 01:01:41,2016-09-02 01:08:15,W_Services_User.9,W_Services_User.9,Busy_Break
W_UserServicePresence.57,41,479,379,2016-11-30 00:02:19,464,true,false,270,2016-09-24 09:48:11,2016-09-24 09:52:41,W_Services_User.13,W_Services_User.13,Available_LiveMessage
W_UserServicePresence.58,62,250,570,2016-08-06 17:46:18,264,false,false,226,2017-01-15 16:26:22,2017-01-15 16:30:08,W_Services_User.11,W_Services_User.11,Busy
W_UserServicePresence.59,852,329,306,2016-11-30 13:17:02,94,false,true,217,2016-07-12 12:53:47,2016-07-12 12:57:24,W_Services_User.16,W_Services_User.16,Online
W_UserServicePresence.60,66,442,479,2016-07-07 06:29:17,149,true,false,575,2016-08-08 09:55:38,2016-08-08 10:05:13,W_Services_User.18,W_Services_User.18,Busy_Break
W_UserServicePresence.61,531,453,276,2016-12-31 23:13:33,207,true,false,596,2016-11-24 17:22:43,2016-11-24 17:32:39,W_Services_User.10,W_Services_User.10,Busy_Training
W_UserServicePresence.62,95,465,329,2016-08-20 16:46:44,295,false,true,617,2017-02-08 10:06:25,2017-02-08 10:16:42,W_Services_User.13,W_Services_User.13,Busy_Break
W_UserServicePresence.63,144,295,492,2016-07-27 20:57:01,490,false,false,644,2016-08-25 08:54:21,2016-08-25 09:05:05,W_Services_User.20,W_Services_User.20,Busy_Training
W_UserServicePresence.64,821,264,340,2017-01-01 09:03:45,547,true,true,883,2016-09-21 09:08:19,2016-09-21 09:23:02,W_Services_User.1,W_Services_User.1,Available_LiveMessage
W_UserServicePresence.65,222,112,119,2016-08-27 03:26:40,584,true,false,316,2016-12-16 14:30:15,2016-12-16 14:35:31,W_Services_User.16,W_Services_User.16,Busy_Training
W_UserServicePresence.66,766,99,560,2016-07-06 20:27:34,596,false,false,558,2017-03-06 22:57:59,2017-03-06 23:07:17,W_Services_User.16,W_Services_User.16,Busy_Lunch
W_UserServicePresence.67,49,153,40,2016-11-14 19:18:59,308,false,false,387,2016-11-14 07:36:13,2016-11-14 07:42:40,W_Services_User.10,W_Services_User.10,Online
W_UserServicePresence.68,505,440,514,2016-09-23 00:38:38,497,false,true,272,2017-03-13 11:35:10,2017-03-13 11:39:42,W_Services_User.11,W_Services_User.11,Busy_Break
W_UserServicePresence.69,329,233,223,2016-09-16 04:00:32,346,false,false,894,2016-09-01 08:58:08,2016-09-01 09:13:02,W_Services_User.15,W_Services_User.15,Available_LiveMessage
W_UserServicePresence.70,91,89,540,2016-07-25 10:23:17,476,true,false,800,2016-10-22 19:12:58,2016-10-22 19:26:18,W_Services_User.19,W_Services_User.19,Online
W_UserServicePresence.71,749,328,581,2016-08-18 09:14:02,320,true,true,510,2016-08-23 20:44:52,2016-08-23 20:53:22,W_Services_User.3,W_Services_User.3,Busy_Lunch
W_UserServicePresence.72,383,495,161,2016-07-21 03:50:16,261,true,false,725,2016-10-05 21:06:12,2016-10-05 21:18:17,W_Services_User.1,W_Services_User.1,Online
W_UserServicePresence.73,617,330,218,2017-03-19 03:03:55,577,true,true,238,2016-09-07 11:30:56,2016-09-07 11:34:54,W_Services_User.2,W_Services_User.2,Online
W_UserServicePresence.74,724,43,393,2016-09-12 12:34:20,443,true,false,861,2016-12-29 09:37:36,2016-12-29 09:51:57,W_Services_User.4,W_Services_User.4,Busy_Break
W_UserServicePresence.75,539,123,563,2017-03-21 14:56:56,304,true,true,785,2016-10-15 09:52:45,2016-10-15 10:05:50,W_Services_User.17,W_Services_User.17,Available_LiveMessage
W_UserServicePresence.76,168,297,114,2017-01-09 00:34:24,121,false,true,386,2017-03-24 01:30:26,2017-03-24 01:36:52,W_Services_User.3,W_Services_User.3,Busy
W_UserServicePresence.77,690,499,480,2017-02-04 15:53:56,236,false,false,770,2016-12-21 22:04:04,2016-12-21 22:16:54,W_Services_User.14,W_Services_User.14,Online
W_UserServicePresence.78,135,257,150,2016-07-21 05:24:24,159,true,true,836,2016-10-11 05:09:06,2016-10-11 05:23:02,W_Services_User.12,W_Services_User.12,Online
W_UserServicePresence.79,149,292,586,2017-02-14 21:05:30,204,false,true,221,2016-10-28 01:12:39,2016-10-28 01:16:20,W_Services_User.8,W_Services_User.8,Available_LiveMessage
W_UserServicePresence.80,291,247,104,2016-08-13 12:11:59,308,true,false,276,2016-08-03 04:00:26,2016-08-03 04:05:02,W_Services_User.8,W_Services_User.8,Online
W_UserServicePresence.81,660,440,341,2017-01-06 14:50:06,51,true,true,639,2016-10-23 12:03:47,2016-10-23 12:14:26,W_Services_User.10,W_Services_User.10,Busy_Lunch
W_UserServicePresence.82,94,70,76,2016-09-17 05:54:20,533,true,true,740,2016-10-20 06:09:56,2016-10-20 06:22:16,W_Services_User.5,W_Services_User.5,Busy
W_UserServicePresence.83,291,483,297,2017-03-25 17:51:53,369,true,true,706,2016-12-02 12:41:56,2016-12-02 12:53:42,W_Services_User.6,W_Services_User.6,Available_Live_Agent
W_UserServicePresence.84,259,80,480,2016-11-13 16:59:35,412,false,false,493,2016-07-24 10:32:49,2016-07-24 10:41:02,W_Services_User.8,W_Services_User.8,Available_LiveMessage
W_UserServicePresence.85,57,400,482,2017-02-21 21:16:48,550,true,false,160,2016-11-02 21:05:10,2016-11-02 21:07:50,W_Services_User.7,W_Services_User.7,Available_LiveMessage
W_UserServicePresence.86,94,153,93,2016-11-19 11:57:45,131,false,true,302,2016-07-01 23:10:10,2016-07-01 23:15:12,W_Services_User.1,W_Services_User.1,Available_Live_Agent
W_UserServicePresence.87,540,274,426,2016-10-04 14:08:57,178,false,true,126,2017-02-08 15:15:03,2017-02-08 15:17:09,W_Services_User.3,W_Services_User.3,Busy_Lunch
W_UserServicePresence.88,610,78,506,2016-07-20 14:05:51,194,true,true,75,2016-07-24 04:12:14,2016-07-24 04:13:29,W_Services_User.11,W_Services_User.11,Online
W_UserServicePresence.89,421,382,235,2016-08-16 14:01:22,101,false,false,786,2016-08-24 23:29:46,2016-08-24 23:42:52,W_Services_User.15,W_Services_User.15,Busy_Lunch
W_UserServicePresence.90,254,207,189,2017-03-05 22:30:18,403,true,true,126,2016-09-30 15:57:05,2016-09-30 15:59:11,W_Services_User.5,W_Services_User.5,Available_Live_Agent
W_UserServicePresence.91,489,194,417,2016-09-21 07:35:32,424,true,true,166,2016-07-14 03:29:38,2016-07-14 03:32:24,W_Services_User.3,W_Services_User.3,Busy
W_UserServicePresence.92,617,391,412,2016-09-17 10:47:02,141,false,true,741,2016-08-15 13:51:44,2016-08-15 14:04:05,W_Services_User.10,W_Services_User.10,Busy_Lunch
W_UserServicePresence.93,700,160,225,2016-09-18 09:03:36,565,false,false,270,2016-10-12 03:59:44,2016-10-12 04:04:14,W_Services_User.3,W_Services_User.3,Available_Live_Agent
W_UserServicePresence.94,273,36,154,2017-02-17 06:16:27,555,false,false,131,2016-09-18 20:11:23,2016-09-18 20:13:34,W_Services_User.8,W_Services_User.8,Busy_Break
W_UserServicePresence.95,251,280,578,2016-07-29 03:21:51,412,false,false,355,2017-01-14 17:40:52,2017-01-14 17:46:47,W_Services_User.20,W_Services_User.20,Available_LiveMessage
W_UserServicePresence.96,106,312,579,2016-10-04 03:42:18,84,true,true,819,2017-01-19 06:20:14,2017-01-19 06:33:53,W_Services_User.6,W_Services_User.6,Busy_Training
W_UserServicePresence.97,372,445,88,2016-11-24 00:07:41,388,true,true,539,2016-08-25 18:16:37,2016-08-25 18:25:36,W_Services_User.1,W_Services_User.1,Available_Live_Agent
W_UserServicePresence.98,774,275,280,2016-12-28 19:00:46,442,true,false,528,2016-08-07 19:42:01,2016-08-07 19:50:49,W_Services_User.1,W_Services_User.1,Busy
W_UserServicePresence.99,118,93,143,2017-02-22 12:15:57,87,false,true,364,2016-07-14 00:32:56,2016-07-14 00:39:00,W_Services_User.5,W_Services_User.5,Available_Live_Agent
W_UserServicePresence.100,459,127,60,2017-02-08 11:42:26,122,false,false,739,2016-07-05 18:42:42,2016-07-05 18:55:01,W_Services_User.1,W_Services_User.1,Available_Live_Agent
W_UserServicePresence.101,365,388,116,2016-11-20 09:56:56,184,false,true,289,2017-03-26 03:46:04,2017-03-26 03:50:53,W_Services_User.8,W_Services_User.8,Online
W_UserServicePresence.102,339,455,319,2017-03-27 06:07:39,342,true,true,258,2017-03-13 20:03:01,2017-03-13 20:07:19,W_Services_User.20,W_Services_User.20,Busy_Training
W_UserServicePresence.103,555,128,404,2016-11-08 01:33:25,87,true,false,75,2016-07-31 17:21:38,2016-07-31 17:22:53,W_Services_User.19,W_Services_User.19,Busy_Training
W_UserServicePresence.104,590,245,435,2016-08-30 12:03:34,324,true,true,371,2016-09-07 14:24:00,2016-09-07 14:30:11,W_Services_User.19,W_Services_User.19,Available_Live_Agent
W_UserServicePresence.105,803,252,200,2016-10-03 10:06:06,598,false,false,559,2016-10-23 21:06:50,2016-10-23 21:16:09,W_Services_User.11,W_Services_User.11,Busy_Lunch
W_UserServicePresence.106,431,258,66,2016-12-22 08:12:06,442,false,true,745,2016-08-24 03:32:11,2016-08-24 03:44:36,W_Services_User.1,W_Services_User.1,Busy_Lunch
W_UserServicePresence.107,539,148,532,2016-07-22 22:55:36,418,false,false,495,2016-09-20 16:43:49,2016-09-20 16:52:04,W_Services_User.11,W_Services_User.11,Available_Live_Agent
W_UserServicePresence.108,642,304,397,2017-03-18 17:46:09,599,false,false,81,2017-01-16 02:25:44,2017-01-16 02:27:05,W_Services_User.2,W_Services_User.2,Busy_Break
W_UserServicePresence.109,815,365,93,2016-08-28 09:15:33,511,false,false,500,2016-12-31 07:01:21,2016-12-31 07:09:41,W_Services_User.7,W_Services_User.7,Busy_Lunch
W_UserServicePresence.110,167,212,268,2016-09-03 07:32:58,431,true,true,745,2016-07-14 14:21:25,2016-07-14 14:33:50,W_Services_User.16,W_Services_User.16,Busy
W_UserServicePresence.111,335,173,153,2017-03-07 07:10:24,372,false,false,703,2016-09-29 18:14:50,2016-09-29 18:26:33,W_Services_User.7,W_Services_User.7,Busy_Training
W_UserServicePresence.112,250,434,229,2016-11-19 18:39:26,560,false,true,667,2016-12-29 03:57:18,2016-12-29 04:08:25,W_Services_User.8,W_Services_User.8,Online
W_UserServicePresence.113,265,460,428,2016-10-22 09:51:50,586,true,true,555,2017-02-26 12:42:23,2017-02-26 12:51:38,W_Services_User.9,W_Services_User.9,Available_LiveMessage
W_UserServicePresence.114,473,143,567,2016-11-15 09:58:43,413,false,true,301,2016-08-29 22:48:26,2016-08-29 22:53:27,W_Services_User.7,W_Services_User.7,Busy
W_UserServicePresence.115,303,469,198,2016-09-04 17:43:22,306,false,true,140,2016-08-27 17:05:56,2016-08-27 17:08:16,W_Services_User.14,W_Services_User.14,Busy_Break
W_UserServicePresence.116,834,412,564,2016-07-10 23:13:34,540,true,false,576,2016-12-22 17:20:06,2016-12-22 17:29:42,W_Services_User.18,W_Services_User.18,Available_Live_Agent
W_UserServicePresence.117,695,159,185,2016-08-29 01:26:04,401,true,true,357,2016-11-29 13:40:30,2016-11-29 13:46:27,W_Services_User.15,W_Services_User.15,Busy
W_UserServicePresence.118,882,213,432,2016-10-22 19:54:20,571,false,true,120,2016-09-29 05:18:51,2016-09-29 05:20:51,W_Services_User.8,W_Services_User.8,Busy_Training
W_UserServicePresence.119,838,499,204,2016-10-28 18:14:50,385,false,true,593,2016-12-06 14:14:54,2016-12-06 14:24:47,W_Services_User.15,W_Services_User.15,Busy_Lunch
W_UserServicePresence.120,796,447,579,2016-09-06 09:18:55,61,false,true,285,2016-07-27 21:33:52,2016-07-27 21:38:37,W_Services_User.6,W_Services_User.6,Busy_Lunch
W_UserServicePresence.121,703,436,44,2016-11-08 01:50:25,342,false,true,866,2017-03-06 15:36:52,2017-03-06 15:51:18,W_Services_User.9,W_Services_User.9,Online
W_UserServicePresence.122,551,38,503,2017-02-06 14:43:54,519,true,true,116,2016-08-20 15:04:16,2016-08-20 15:06:12,W_Services_User.15,W_Services_User.15,Online
W_UserServicePresence.123,474,351,482,2016-07-30 00:02:16,60,true,false,598,2016-10-18 06:13:05,2016-10-18 06:23:03,W_Services_User.16,W_Services_User.16,Busy
W_UserServicePresence.124,833,156,185,2017-01-04 09:02:14,548,false,false,612,2017-03-23 14:19:18,2017-03-23 14:29:30,W_Services_User.1,W_Services_User.1,Available_Live_Agent
W_UserServicePresence.125,126,218,200,2017-02-09 22:43:37,533,true,false,548,2017-03-19 17:27:57,2017-03-19 17:37:05,W_Services_User.8,W_Services_User.8,Available_Live_Agent
W_UserServicePresence.126,878,153,511,2016-12-02 13:28:22,573,true,false,48,2017-01-04 12:48:27,2017-01-04 12:49:15,W_Services_User.14,W_Services_User.14,Busy
W_UserServicePresence.127,322,143,214,2016-12-07 11:58:20,261,false,true,535,2016-12-06 20:22:13,2016-12-06 20:31:08,W_Services_User.3,W_Services_User.3,Online
W_UserServicePresence.128,225,337,367,2017-03-25 01:11:40,389,true,true,311,2016-11-18 20:42:59,2016-11-18 20:48:10,W_Services_User.20,W_Services_User.20,Online
W_UserServicePresence.129,80,312,467,2016-08-18 14:29:28,487,true,true,768,2016-10-30 12:23:53,2016-10-30 12:36:41,W_Services_User.12,W_Services_User.12,Busy
W_UserServicePresence.130,873,286,377,2016-10-05 06:02:40,277,true,false,94,2016-11-09 13:32:21,2016-11-09 13:33:55,W_Services_User.7,W_Services_User.7,Available_LiveMessage
W_UserServicePresence.131,529,204,122,2017-03-12 15:43:23,270,false,true,73,2016-09-16 18:57:44,2016-09-16 18:58:57,W_Services_User.1,W_Services_User.1,Online
W_UserServicePresence.132,600,385,362,2016-07-21 06:34:45,549,true,false,182,2016-08-25 18:40:13,2016-08-25 18:43:15,W_Services_User.1,W_Services_User.1,Available_Live_Agent
W_UserServicePresence.133,815,168,374,2016-09-08 18:19:25,342,true,true,43,2016-11-27 18:56:47,2016-11-27 18:57:30,W_Services_User.16,W_Services_User.16,Available_Live_Agent
W_UserServicePresence.134,607,191,133,2016-10-28 09:01:27,251,true,false,145,2016-11-09 02:41:48,2016-11-09 02:44:13,W_Services_User.5,W_Services_User.5,Online
W_UserServicePresence.135,718,166,44,2017-02-15 11:07:36,482,false,false,488,2016-08-25 04:23:10,2016-08-25 04:31:18,W_Services_User.4,W_Services_User.4,Online
W_UserServicePresence.136,115,212,109,2016-09-11 18:30:47,104,false,false,739,2016-09-04 22:53:23,2016-09-04 23:05:42,W_Services_User.18,W_Services_User.18,Available_Live_Agent
W_UserServicePresence.137,45,189,231,2017-03-25 19:28:09,152,true,false,790,2016-11-27 01:24:01,2016-11-27 01:37:11,W_Services_User.12,W_Services_User.12,Busy
W_UserServicePresence.138,123,100,352,2016-09-28 16:18:55,281,false,true,30,2016-07-20 01:43:40,2016-07-20 01:44:10,W_Services_User.20,W_Services_User.20,Available_Live_Agent
W_UserServicePresence.139,778,100,94,2017-03-20 05:44:08,89,true,false,281,2016-07-23 17:28:13,2016-07-23 17:32:54,W_Services_User.15,W_Services_User.15,Busy
W_UserServicePresence.140,328,276,187,2016-09-10 23:36:05,335,true,false,642,2016-09-14 13:20:21,2016-09-14 13:31:03,W_Services_User.17,W_Services_User.17,Busy_Lunch
W_UserServicePresence.141,230,418,344,2016-10-04 02:09:24,485,true,true,838,2016-07-04 20:13:43,2016-07-04 20:27:41,W_Services_User.9,W_Services_User.9,Available_LiveMessage
W_UserServicePresence.142,541,245,520,2017-03-25 08:45:58,304,true,true,221,2016-10-27 10:45:30,2016-10-27 10:49:11,W_Services_User.2,W_Services_User.2,Busy_Training
W_UserServicePresence.143,456,248,418,2016-08-18 01:45:46,73,true,true,425,2017-01-10 12:41:11,2017-01-10 12:48:16,W_Services_User.15,W_Services_User.15,Busy
W_UserServicePresence.144,82,348,346,2016-12-11 15:01:56,471,true,true,384,2017-03-04 03:04:41,2017-03-04 03:11:05,W_Services_User.18,W_Services_User.18,Available_Live_Agent
W_UserServicePresence.145,225,31,390,2016-09-29 04:55:53,528,false,true,424,2016-12-17 20:04:09,2016-12-17 20:11:13,W_Services_User.13,W_Services_User.13,Available_LiveMessage
W_UserServicePresence.146,195,377,200,2016-08-15 14:39:52,106,false,false,742,2016-08-16 04:52:52,2016-08-16 05:05:14,W_Services_User.17,W_Services_User.17,Busy_Lunch
W_UserServicePresence.147,685,56,561,2016-12-05 07:38:29,86,true,false,823,2017-01-16 00:48:23,2017-01-16 01:02:06,W_Services_User.12,W_Services_User.12,Online
W_UserServicePresence.148,500,373,81,2016-11-27 01:06:51,479,true,true,155,2016-08-28 04:04:51,2016-08-28 04:07:26,W_Services_User.4,W_Services_User.4,Busy_Training
W_UserServicePresence.149,61,473,298,2016-08-04 19:49:26,218,false,false,878,2016-10-20 11:49:32,2016-10-20 12:04:10,W_Services_User.4,W_Services_User.4,Busy
W_UserServicePresence.150,770,43,502,2016-10-11 02:07:25,223,true,true,716,2016-11-21 01:32:51,2016-11-21 01:44:47,W_Services_User.1,W_Services_User.1,Available_LiveMessage
W_UserServicePresence.151,673,290,515,2017-01-16 15:51:36,324,true,true,836,2017-03-13 07:19:45,2017-03-13 07:33:41,W_Services_User.8,W_Services_User.8,Busy_Break
W_UserServicePresence.152,794,181,241,2017-01-17 05:57:11,497,true,false,610,2016-12-23 21:08:52,2016-12-23 21:19:02,W_Services_User.17,W_Services_User.17,Busy_Break
