External_Id__c,Owner.External_Id__c,AccountSource,AnnualRevenue,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,Industry,Name,NumberOfEmployees,Ownership,Phone,Rating,Type,YearStarted
W_Account.83,W_User.17,Social Media,2712000,6241 Randy Park,Dallas,TX,75287,USA,Banking,Quamba [27],233,Private,1-(469)811-1385,Cool,Small Business,1926
W_Account.93,W_User.8,Community,3169000,30114 Hayes Street,Denver,CO,80241,USA,Technology,DabZ [28],273,Public,1-(720)874-7518,Hot,Small Business,1981
W_Account.95,W_User.19,Cold Call,2824000,15964 Brickson Park Place,Detroit,MI,48206,USA,Government,Katz [29],142,Private,1-(313)942-9675,Cool,Mid-Market,1941
W_Account.101,W_User.19,Partner,2990000,98758 Evergreen Park,Sacramento,CA,94257,USA,Banking,Flashset [30],204,Private,1-(916)668-0208,Cool,Small Business,1927
W_Account.103,W_User.14,Marketing Event,2268000,969 Melrose Way,Omaha,NE,68105,USA,Entertainment,Oyondu [31],148,Private,1-(402)426-4966,Hot,Small Business,1966
W_Account.114,W_User.18,Social Media,3586000,00 Birchwood Junction,Austin,TX,78710,USA,Media,Ooba [32],234,Private,1-(512)369-3424,Warm,Small Business,1946
W_Account.118,W_User.6,Social Media,3718000,67 Stuart Parkway,Tempe,AZ,85284,USA,Biotechnology,Brightdog [33],237,Other,1-(480)504-9327,Cool,Mid-Market,1896
W_Account.119,W_User.17,Cold Call,3293000,69960 Hanson Place,New York City,NY,10170,USA,Environmental,Trilith [34],242,Other,1-(646)766-8414,Cool,Small Business,1917
W_Account.125,W_User.7,Marketing Event,2447000,23858 Buell Trail,Phoenix,AZ,85010,USA,Technology,Quamba [35],126,Subsidiary,1-(602)955-1228,Hot,Small Business,1987
W_Account.126,W_User.2,Data.com,3054000,1 Scoville Parkway,Washington,DC,20425,USA,Machinery,Twitterwire [36],181,Other,1-(202)485-5379,Hot,Mid-Market,2008
W_Account.130,W_User.14,Community,3186000,6923 Lerdahl Parkway,Cincinnati,OH,45999,USA,Environmental,Kimia [37],245,Public,1-(513)674-4102,Hot,Small Business,2004
W_Account.131,W_User.20,Referral,3974000,052 Fairview Street,Kansas City,MO,64153,USA,Not For Profit,Jaxbean [38],255,Subsidiary,1-(816)854-0513,Warm,Mid-Market,1913
W_Account.135,W_User.6,Social Media,3709000,3283 Cordelia Point,Garland,TX,75049,USA,Energy,Rhyloo [39],181,Private,1-(214)387-8201,Warm,Small Business,1930
W_Account.136,W_User.19,Marketing Event,3318000,76917 Holmberg Hill,Miami,FL,33153,USA,Recreation,JumpXS [40],243,Private,1-(786)790-2135,Hot,Small Business,1927
W_Account.141,W_User.7,Website,3734000,0533 Dunning Street,Grand Forks,ND,58207,USA,Apparel,Agimba [41],205,Other,1-(701)769-7485,Hot,Small Business,1999
W_Account.144,W_User.9,Website,2916000,5 Killdeer Circle,Muskegon,MI,49444,USA,Food & Beverage,Meedoo [42],330,Private,1-(231)310-3444,Hot,Small Business,1995
W_Account.146,W_User.17,Referral,3203000,0590 Northport Road,Elizabeth,NJ,7208,USA,Food & Beverage,Eare [43],147,Private,1-(908)294-1992,Hot,Small Business,1958
W_Account.152,W_User.5,Community,2498000,79 Vermont Park,Atlanta,GA,30368,USA,Engineering,Quimba [44],194,Public,1-(404)444-3721,Hot,Mid-Market,1894
W_Account.154,W_User.8,Inbound Call,2663000,93257 Fallview Avenue,Boston,MA,2104,USA,Media,Gigazoom [45],184,Private,1-(318)304-2941,Hot,Small Business,1973
W_Account.157,W_User.8,Social Media,3677000,7486 Dennis Way,Charlottesville,VA,22908,USA,Communications,Photobug [46],313,Private,1-(434)106-5682,Warm,Mid-Market,1966
W_Account.161,W_User.14,Marketing Event,2886000,06808 Hanson Hill,Boise,ID,83716,USA,Education,Vinder [47],260,Private,1-(208)366-6310,Warm,Small Business,1894
W_Account.169,W_User.20,Partner,2223000,097 Hagan Avenue,Davenport,IA,52804,USA,Banking,Feedfish [48],187,Subsidiary,1-(563)142-6917,Warm,Small Business,1917
W_Account.170,W_User.18,Referral,3511000,15304 Doe Crossing Trail,Waco,TX,76796,USA,Utilities,Gabcube [49],332,Public,1-(254)547-1379,Warm,Small Business,1884
W_Account.172,W_User.17,Social Media,2288000,255 Oxford Road,Sioux City,IA,51110,USA,Construction,Voomm [50],175,Public,1-(712)475-0435,Cool,Small Business,1891
W_Account.180,W_User.6,Inbound Call,3596000,60741 Sugar Hill,Spokane,WA,99220,USA,Construction,Latz [51],240,Private,1-(509)105-1652,Warm,Small Business,1905
W_Account.181,W_User.12,Community,3000000,4538 Truax Place,Houston,TX,77293,USA,Chemicals,Photojam [52],208,Private,1-(281)523-7137,Warm,Small Business,1895
W_Account.182,W_User.5,Referral,2922000,5239 Laurel Circle,Staten Island,NY,10305,USA,Education,Feedbug [53],187,Private,1-(718)948-2183,Cool,Small Business,1937
W_Account.183,W_User.14,Marketing Event,3149000,56 North Way,Tampa,FL,33620,USA,Hospitality,Bubbletube [54],156,Subsidiary,1-(813)413-6962,Hot,Small Business,1962
W_Account.186,W_User.16,Referral,4078000,3 Thierer Park,Wichita Falls,TX,76310,USA,Other,Skiptube [55],230,Subsidiary,1-(940)305-3885,Cool,Small Business,1893
W_Account.189,W_User.4,Partner,2082000,1 Knutson Plaza,New York City,NY,10060,USA,Chemicals,Jetwire [56],126,Public,1-(646)361-7731,Warm,Small Business,1915
W_Account.190,W_User.3,Website,2225000,0 Hovde Road,Tucson,AZ,85748,USA,Construction,Fliptune [57],173,Subsidiary,1-(520)844-1982,Warm,Mid-Market,1991
W_Account.191,W_User.20,Partner,2328000,6 Browning Junction,Fort Lauderdale,FL,33310,USA,Utilities,Fivebridge [58],109,Private,1-(754)885-1217,Warm,Small Business,1908
W_Account.194,W_User.9,Cold Call,2504000,4 Ramsey Pass,Nashville,TN,37205,USA,Insurance,Dabtype [59],95,Private,1-(615)275-6187,Cool,Small Business,1923
W_Account.198,W_User.5,Marketing Event,2922000,9 Lakewood Junction,Spring Hill,FL,34611,USA,Biotechnology,Rhynyx [60],155,Private,1-(352)747-6371,Warm,Small Business,1884
W_Account.204,W_User.15,Partner,3354000,9961 Bultman Parkway,Youngstown,OH,44555,USA,Agriculture,Eidel [61],337,Other,1-(330)457-6226,Warm,Small Business,1917
W_Account.207,W_User.11,Website,2660000,2 Bartillon Crossing,Riverside,CA,92505,USA,Telecommunications,Quatz [62],185,Private,1-(909)264-3946,Warm,Small Business,1922
W_Account.213,W_User.19,Community,2454000,80 Brown Terrace,Green Bay,WI,54313,USA,Education,Jabbersphere [63],269,Subsidiary,1-(920)303-6403,Hot,Small Business,2002
W_Account.216,W_User.9,Social Media,2461000,77 Monica Terrace,Richmond,VA,23208,USA,Financial Services,Avavee [64],159,Private,1-(804)867-6780,Warm,Small Business,1915
W_Account.219,W_User.7,Marketing Event,2899000,32838 Manufacturers Parkway,Memphis,TN,38114,USA,Education,Brainverse [65],139,Private,1-(901)644-4314,Cool,Small Business,1998
W_Account.223,W_User.19,Marketing Event,2782000,9659 Ilene Center,San Francisco,CA,94110,USA,Hospitality,Blogspan [66],159,Other,1-(415)547-2407,Cool,Small Business,1934
W_Account.227,W_User.19,Marketing Event,2990000,8759 Golf View Drive,Cedar Rapids,IA,52410,USA,Communications,Brainlounge [67],176,Public,1-(319)851-9698,Cool,Small Business,1964
W_Account.230,W_User.11,Referral,2879000,024 Esch Street,Newport Beach,CA,92662,USA,Machinery,Centidel [68],172,Private,1-(714)917-5154,Hot,Small Business,1922
W_Account.231,W_User.5,Data.com,2780000,322 Huxley Crossing,Oklahoma City,OK,73167,USA,Manufacturing,DabZ [69],184,Public,1-(405)844-6549,Cool,Small Business,1912
W_Account.232,W_User.5,Social Media,2017000,543 Kim Pass,Miami,FL,33196,USA,Utilities,Reallinks [70],119,Public,1-(305)457-2421,Hot,Small Business,1975
W_Account.239,W_User.8,Community,3477000,47 7th Junction,Shawnee Mission,KS,66286,USA,Technology,Mybuzz [71],294,Other,1-(913)450-6217,Hot,Small Business,1936
W_Account.242,W_User.1,Data.com,2796000,9125 Fulton Way,Riverside,CA,92505,USA,Education,Miboo [72],170,Public,1-(909)906-5716,Warm,Small Business,1927
W_Account.244,W_User.20,Website,2209000,91368 Paget Pass,Stamford,CT,6905,USA,Retail,Livetube [73],108,Subsidiary,1-(203)576-8888,Cool,Small Business,1982
W_Account.245,W_User.2,Social Media,3656000,135 Browning Road,Wichita Falls,TX,76310,USA,Apparel,Photobean [74],225,Public,1-(940)631-0428,Cool,Small Business,1889
W_Account.249,W_User.3,Inbound Call,2934000,6295 Meadow Ridge Circle,Beaufort,SC,29905,USA,Energy,Trudeo [75],173,Subsidiary,1-(843)931-6753,Hot,Small Business,1933
W_Account.250,W_User.4,Partner,2810000,47834 Loeprich Pass,Denver,CO,80255,USA,Energy,Devpulse [76],196,Private,1-(303)949-1158,Warm,Small Business,1972
W_Account.252,W_User.17,Social Media,1929000,5 Bluejay Lane,Newton,MA,2162,USA,Machinery,Leenti [77],110,Private,1-(508)848-6698,Hot,Small Business,1998
W_Account.257,W_User.19,Marketing Event,2212000,9103 Heath Terrace,Savannah,GA,31422,USA,Apparel,Brainbox [78],99,Public,1-(912)681-1619,Warm,Mid-Market,1902
W_Account.258,W_User.9,Community,2493000,4 Blackbird Hill,Seattle,WA,98121,USA,Engineering,Skimia [79],188,Other,1-(425)616-9990,Hot,Small Business,1884
W_Account.261,W_User.4,Referral,1698000,18 Sutteridge Trail,Saint Louis,MO,63121,USA,Manufacturing,Camimbo [80],140,Public,1-(314)198-4659,Hot,Small Business,1908
W_Account.262,W_User.16,Partner,3332000,5838 Derek Way,Palmdale,CA,93591,USA,Manufacturing,Flipbug [81],340,Private,1-(661)691-3955,Warm,Small Business,1889
W_Account.264,W_User.11,Website,2703000,9014 Stuart Road,Baton Rouge,LA,70894,USA,Hospitality,Gigashots [82],175,Public,1-(225)499-9501,Hot,Small Business,1893
W_Account.265,W_User.8,Partner,2688000,9140 Haas Trail,Fort Worth,TX,76134,USA,Communications,Zoombeat [83],164,Private,1-(817)529-5594,Cool,Small Business,1946
W_Account.266,W_User.13,Social Media,3998000,7504 Golf Course Plaza,El Paso,TX,88541,USA,Banking,Skipstorm [84],231,Other,1-(915)700-3988,Warm,Small Business,1969
W_Account.267,W_User.6,Partner,2707000,0 Clarendon Avenue,Elmira,NY,14905,USA,Healthcare & Life Sciences,Linktype [85],185,Private,1-(607)220-3251,Warm,Mid-Market,1991
W_Account.276,W_User.9,Community,2743000,419 Holmberg Street,Grand Rapids,MI,49560,USA,Recreation,Jabberbean [86],173,Subsidiary,1-(616)854-9495,Hot,Small Business,1942
W_Account.280,W_User.7,Website,2058000,94828 Main Road,Des Moines,IA,50330,USA,Shipping,Fivebridge [87],148,Private,1-(515)949-0707,Hot,Small Business,1912
W_Account.281,W_User.18,Social Media,2449000,609 Dryden Terrace,Palatine,IL,60078,USA,Government,Jaxnation [88],136,Subsidiary,1-(847)899-5356,Warm,Mid-Market,1950
W_Account.283,W_User.11,Marketing Event,2812000,547 Caliangt Point,Naples,FL,33961,USA,Insurance,Jaxworks [89],135,Public,1-(305)139-9536,Cool,Mid-Market,1934
W_Account.285,W_User.11,Partner,3095000,287 Hallows Junction,Shawnee Mission,KS,66205,USA,Retail,Chatterbridge [90],230,Other,1-(913)978-3429,Warm,Small Business,1887
W_Account.287,W_User.8,Cold Call,2261000,071 Forest Junction,Saint Louis,MO,63110,USA,Government,Oyope [91],210,Public,1-(314)658-5363,Cool,Mid-Market,2010
W_Account.288,W_User.8,Referral,3453000,9810 Gerald Plaza,Scottsdale,AZ,85260,USA,Utilities,Trilith [92],271,Other,1-(602)286-5562,Warm,Mid-Market,1889
W_Account.294,W_User.8,Cold Call,2147000,645 Carberry Hill,High Point,NC,27264,USA,Environmental,Meejo [93],131,Private,1-(336)475-3596,Hot,Mid-Market,1922
W_Account.297,W_User.19,Partner,2521000,81 Heffernan Point,Dallas,TX,75221,USA,Utilities,Layo [94],197,Private,1-(214)629-0401,Warm,Small Business,1956
W_Account.302,W_User.13,Social Media,2500000,7 Waywood Street,Gainesville,GA,30506,USA,Chemicals,Shufflester [95],170,Other,1-(404)269-2508,Cool,Small Business,1914
W_Account.304,W_User.10,Data.com,3506000,4634 Scofield Trail,Gary,IN,46406,USA,Not For Profit,Cogidoo [96],206,Private,1-(219)672-8531,Hot,Small Business,2000
W_Account.305,W_User.4,Marketing Event,3498000,529 Lighthouse Bay Parkway,Bakersfield,CA,93386,USA,Utilities,Aivee [97],271,Private,1-(661)810-3206,Cool,Small Business,1895
W_Account.310,W_User.6,Cold Call,2642000,49 Division Crossing,Charlotte,NC,28230,USA,Entertainment,Fivebridge [98],219,Private,1-(704)605-8141,Warm,Small Business,1998
W_Account.313,W_User.8,Website,2857000,264 Spenser Hill,San Diego,CA,92160,USA,Government,Riffwire [99],163,Public,1-(619)163-5581,Cool,Small Business,1949
W_Account.314,W_User.10,Partner,3136000,9 Sunbrook Alley,Washington,DC,20503,USA,Retail,Zoomzone [100],194,Private,1-(202)979-6838,Hot,Small Business,2009
W_Account.317,W_User.18,Marketing Event,2768000,872 Saint Paul Park,Tallahassee,FL,32399,USA,Media,Jaxworks [101],168,Other,1-(850)741-2418,Cool,Small Business,1992
W_Account.322,W_User.6,Inbound Call,2388000,32314 Chive Plaza,Honolulu,HI,96815,USA,Not For Profit,Eabox [102],146,Private,1-(808)362-7128,Warm,Small Business,1983
W_Account.323,W_User.11,Cold Call,2217000,2230 Lukken Park,Oakland,CA,94627,USA,Telecommunications,Skippad [103],159,Private,1-(510)880-4443,Warm,Small Business,1885
W_Account.329,W_User.15,Cold Call,2698000,557 Mcbride Hill,Indianapolis,IN,46216,USA,Banking,Edgeify [104],254,Subsidiary,1-(317)933-4759,Hot,Small Business,1883
W_Account.332,W_User.6,Social Media,2409000,1 Lukken Alley,Saginaw,MI,48609,USA,Utilities,Topicware [105],138,Private,1-(989)566-7535,Cool,Mid-Market,1962
W_Account.333,W_User.14,Inbound Call,3380000,3 Esker Pass,Memphis,TN,38197,USA,Other,Oyonder [106],508,Public,1-(901)118-3197,Hot,Small Business,1963
W_Account.339,W_User.15,Marketing Event,2621000,6 Debs Parkway,Vancouver,WA,98687,USA,Not For Profit,Meevee [107],154,Private,1-(360)634-3518,Cool,Small Business,1941
W_Account.340,W_User.13,Data.com,2615000,93 6th Drive,Colorado Springs,CO,80945,USA,Chemicals,Buzzster [108],216,Private,1-(719)217-1856,Cool,Small Business,1884
W_Account.341,W_User.4,Inbound Call,2629000,0 Towne Lane,Indianapolis,IN,46295,USA,Not For Profit,Youspan [109],138,Subsidiary,1-(317)444-3584,Warm,Small Business,2009
W_Account.342,W_User.20,Referral,3103000,2419 Clyde Gallagher Center,Brockton,MA,2305,USA,Technology,Realmix [110],342,Subsidiary,1-(508)111-5673,Hot,Small Business,1926
W_Account.345,W_User.6,Website,2809000,2784 Quincy Drive,Monroe,LA,71208,USA,Environmental,Ozu [111],145,Other,1-(318)289-5804,Hot,Small Business,1983
W_Account.349,W_User.18,Inbound Call,2871000,46 Buena Vista Junction,Tulsa,OK,74156,USA,Apparel,Edgeify [112],165,Private,1-(918)330-3812,Hot,Mid-Market,1949
W_Account.352,W_User.9,Social Media,2541000,3260 Dovetail Street,Jamaica,NY,11480,USA,Chemicals,Roomm [113],254,Private,1-(917)433-8246,Warm,Small Business,2010
W_Account.356,W_User.4,Partner,2952000,555 Logan Junction,Springfield,IL,62723,USA,Insurance,Rooxo [114],165,Public,1-(217)821-3946,Warm,Small Business,1936
W_Account.360,W_User.20,Website,3004000,7 Pankratz Plaza,Dallas,TX,75397,USA,Insurance,Myworks [115],202,Private,1-(214)424-6361,Cool,Small Business,1894
W_Account.372,W_User.15,Social Media,3669000,080 Stang Junction,Jacksonville,FL,32277,USA,Shipping,Tekfly [116],323,Public,1-(904)234-7335,Warm,Small Business,1885
W_Account.373,W_User.17,Partner,2075000,6 Comanche Avenue,Tampa,FL,33694,USA,Government,Realfire [117],887,Private,1-(813)352-5416,Cool,Small Business,1941
W_Account.374,W_User.4,Website,2070000,9 Gerald Point,Lincoln,NE,68505,USA,Apparel,Edgeblab [118],117,Private,1-(402)291-8149,Cool,Small Business,1887
W_Account.375,W_User.8,Data.com,2333000,98241 Bluestem Street,Baltimore,MD,21203,USA,Other,Blogpad [119],149,Subsidiary,1-(301)227-0413,Warm,Small Business,1883
W_Account.384,W_User.4,Inbound Call,2883000,7 Daystar Terrace,Raleigh,NC,27615,USA,Electronics,Tambee [120],193,Private,1-(919)831-9778,Warm,Enterprise,1999
W_Account.387,W_User.20,Website,2821000,39 Fallview Point,Atlanta,GA,31136,USA,Government,Linktype [121],192,Private,1-(404)320-6615,Warm,Small Business,1912
W_Account.389,W_User.2,Inbound Call,2146000,8 Division Way,San Francisco,CA,94121,USA,Telecommunications,Divavu [122],128,Private,1-(415)551-1912,Hot,Small Business,1921
W_Account.390,W_User.9,Social Media,3011000,660 3rd Circle,Toledo,OH,43699,USA,Insurance,Dynabox [123],232,Private,1-(419)653-5809,Warm,Mid-Market,1886
W_Account.393,W_User.15,Website,2713000,5361 Moland Hill,Charleston,WV,25305,USA,Government,Jaloo [124],181,Private,1-(304)410-5663,Hot,Mid-Market,1927
W_Account.398,W_User.10,Referral,1542000,2 Emmet Park,Carson City,NV,89706,USA,Education,Jabbersphere [125],124,Private,1-(775)634-9857,Warm,Small Business,1969
W_Account.404,W_User.7,Data.com,3351000,9 Monica Crossing,Waterbury,CT,6705,USA,Consulting,Dynabox [126],299,Public,1-(203)231-8164,Cool,Small Business,1926
W_Account.406,W_User.1,Cold Call,2528000,370 Judy Circle,Lexington,KY,40515,USA,Banking,Dazzlesphere [127],189,Other,1-(859)388-3162,Hot,Enterprise,1919
W_Account.409,W_User.14,Community,3224000,3 Tennyson Trail,Evansville,IN,47725,USA,Chemicals,Ntags [128],188,Private,1-(812)990-0275,Warm,Small Business,1913
W_Account.410,W_User.16,Partner,2585000,04225 Vera Pass,Youngstown,OH,44555,USA,Machinery,Yotz [129],163,Public,1-(330)796-9985,Warm,Small Business,1935
W_Account.412,W_User.2,Community,2138000,7 Victoria Street,San Francisco,CA,94169,USA,Agriculture,Divape [130],131,Public,1-(415)645-9232,Hot,Small Business,1988
W_Account.413,W_User.20,Referral,2877000,78809 Lindbergh Hill,Tucson,AZ,85743,USA,Shipping,Voolith [131],143,Public,1-(520)573-4686,Hot,Mid-Market,1935
W_Account.415,W_User.10,Partner,3252000,0 Talmadge Drive,El Paso,TX,79955,USA,Hospitality,Voonyx [132],141,Private,1-(915)530-3442,Warm,Small Business,1918
W_Account.417,W_User.9,Inbound Call,2904000,61415 Forest Run Parkway,Columbus,OH,43220,USA,Manufacturing,Realcube [133],231,Public,1-(614)251-3497,Warm,Small Business,1960
W_Account.420,W_User.8,Cold Call,3655000,2410 Nobel Crossing,Honolulu,HI,96810,USA,Recreation,Wikivu [134],248,Other,1-(808)691-0854,Hot,Mid-Market,1916
W_Account.424,W_User.18,Partner,3640000,35843 Morning Parkway,Montgomery,AL,36195,USA,Financial Services,Devify [135],255,Private,1-(334)221-2391,Warm,Small Business,1893
W_Account.426,W_User.16,Website,2099000,5 Heffernan Way,Montgomery,AL,36177,USA,Utilities,Dynabox [136],151,Private,1-(334)471-1681,Cool,Small Business,2008
W_Account.427,W_User.4,Website,2739000,2 Buell Trail,Washington,DC,20337,USA,Biotechnology,Jaxnation [137],152,Private,1-(202)808-6072,Hot,Small Business,1927
W_Account.428,W_User.9,Data.com,3250000,1 Northridge Alley,Albuquerque,NM,87115,USA,Government,Skivee [138],256,Subsidiary,1-(505)933-0451,Cool,Mid-Market,1898
W_Account.431,W_User.13,Inbound Call,3005000,5687 Chive Trail,Pittsburgh,PA,15205,USA,Banking,Ailane [139],152,Subsidiary,1-(724)943-7509,Hot,Small Business,1992
W_Account.433,W_User.19,Data.com,2661000,19 Killdeer Terrace,Baton Rouge,LA,70894,USA,Recreation,Rhyzio [140],225,Private,1-(225)990-7041,Cool,Small Business,1880
W_Account.434,W_User.6,Data.com,2542000,53665 Pawling Center,Corona,CA,92878,USA,Technology,Photobug [141],133,Private,1-(951)729-7334,Cool,Small Business,1882
W_Account.435,W_User.10,Partner,2507000,3 Cordelia Alley,Seattle,WA,98133,USA,Recreation,Thoughtworks [142],241,Private,1-(425)179-6309,Hot,Mid-Market,1970
W_Account.437,W_User.3,Inbound Call,2971000,15 Lakeland Point,Seattle,WA,98127,USA,Machinery,Meemm [143],421,Public,1-(206)719-3368,Warm,Small Business,1917
W_Account.441,W_User.4,Marketing Event,2797000,66468 Schmedeman Alley,Savannah,GA,31416,USA,Not For Profit,Yabox [144],179,Private,1-(912)905-6187,Cool,Small Business,2005
W_Account.442,W_User.17,Inbound Call,1685000,42 Waxwing Road,Orange,CA,92862,USA,Energy,Innojam [145],142,Private,1-(714)206-9945,Cool,Small Business,1943
W_Account.444,W_User.20,Marketing Event,2605000,70442 Sauthoff Avenue,West Palm Beach,FL,33411,USA,Apparel,Chatterbridge [146],191,Private,1-(954)432-8737,Warm,Small Business,1899
W_Account.445,W_User.14,Marketing Event,2722000,483 Dunning Court,Greenville,SC,29615,USA,Banking,Mydeo [147],239,Private,1-(864)328-3490,Warm,Small Business,2000
W_Account.446,W_User.7,Cold Call,3151000,5637 Northland Avenue,New Orleans,LA,70165,USA,Engineering,Trudeo [148],257,Other,1-(504)228-3093,Cool,Small Business,1909
W_Account.447,W_User.17,Inbound Call,3454000,91521 Scofield Trail,Flint,MI,48550,USA,Transportation,Tambee [149],206,Public,1-(810)747-3170,Hot,Mid-Market,1924
W_Account.449,W_User.15,Partner,2280000,398 Eagan Way,Englewood,CO,80150,USA,Healthcare & Life Sciences,Leenti [150],142,Public,1-(303)416-7346,Warm,Mid-Market,1942
W_Account.451,W_User.18,Referral,2958000,1434 Gerald Street,Glendale,CA,91210,USA,Engineering,Jetwire [151],187,Other,1-(818)924-7814,Hot,Small Business,1914
W_Account.459,W_User.2,Social Media,1501000,85077 Becker Place,Newark,NJ,7188,USA,Entertainment,Skilith [152],83,Public,1-(862)219-8702,Warm,Mid-Market,1982
W_Account.460,W_User.19,Social Media,2916000,35 Annamark Place,Corpus Christi,TX,78405,USA,Hospitality,Ntag [153],227,Private,1-(361)704-3814,Hot,Small Business,1958
W_Account.462,W_User.11,Community,3467000,80046 Maryland Court,Boston,MA,2283,USA,Food & Beverage,Realmix [154],251,Private,1-(978)269-5443,Hot,Small Business,1891
W_Account.463,W_User.6,Referral,3247000,6218 East Terrace,Harrisburg,PA,17140,USA,Electronics,Yodel [155],224,Subsidiary,1-(717)643-6520,Hot,Small Business,1899
W_Account.464,W_User.10,Partner,1952000,2 Iowa Junction,San Diego,CA,92153,USA,Healthcare & Life Sciences,Vidoo [156],102,Public,1-(619)872-2278,Cool,Small Business,1930
W_Account.466,W_User.12,Cold Call,3121000,491 Mesta Junction,Oklahoma City,OK,73147,USA,Consulting,Yata [157],186,Other,1-(405)203-6022,Warm,Small Business,1958
