External_Id__c,Owner.External_Id__c,Subject,Type,DurationInMinutes,Status,Priority,CallDisposition,CallType,ActivityDateTime
W_Services_Event.00077,W_Services_User.00003,Call,Meeting,13,In Progress,Normal,Warm,Inbound,2017-02-10 22:11:47
W_Services_Event.00078,W_Services_User.00020,Other,Meeting,59,In Progress,Normal,Hot,Inbound,2017-02-10 22:11:47
W_Services_Event.00079,W_Services_User.00005,Send Letter,Email,0,In Progress,Normal,Cold,Outbound,2017-02-10 22:11:47
W_Services_Event.00080,W_Services_User.00001,Call,Call,0,Not Started,Normal,Cold,Inbound,2017-02-10 22:11:47
W_Services_Event.00081,W_Services_User.00018,Send Letter,Email,0,Not Started,Normal,Warm,Inbound,2017-02-10 22:11:47
W_Services_Event.00082,W_Services_User.00004,Send Letter,Email,43,Not Started,Normal,Warm,Outbound,2017-02-10 22:11:47
W_Services_Event.00083,W_Services_User.00020,Send Quote,Email,34,Completed,Normal,Hot,Outbound,2017-02-10 22:11:47
W_Services_Event.00084,W_Services_User.00020,Call,Call,45,Completed,Normal,Hot,Inbound,2017-02-10 22:11:47
W_Services_Event.00085,W_Services_User.00020,Send Letter,Email,36,In Progress,Normal,Cold,Inbound,2017-02-10 22:11:47
W_Services_Event.00086,W_Services_User.00006,Send Quote,Email,0,On Hold,High,Hot,Inbound,2017-02-10 22:11:47
W_Services_Event.00087,W_Services_User.00013,Call,Call,43,Completed,Normal,Hot,Outbound,2017-02-10 22:11:47
W_Services_Event.00088,W_Services_User.00019,Call,Meeting,0,In Progress,Normal,Warm,Outbound,2017-02-10 22:11:47
W_Services_Event.00089,W_Services_User.00010,Other,Prep,0,In Progress,Normal,Cold,Inbound,2017-02-10 22:11:47
W_Services_Event.00090,W_Services_User.00008,Send Quote,Email,0,Completed,Normal,Cold,Outbound,2017-02-10 22:11:47
W_Services_Event.00091,W_Services_User.00007,Call,Meeting,0,Completed,High,Warm,Inbound,2017-02-10 22:11:47
W_Services_Event.00092,W_Services_User.00008,Send Letter,Email,0,Not Started,Normal,Cold,Inbound,2017-02-10 22:11:47
W_Services_Event.00093,W_Services_User.00014,Call,Meeting,36,Not Started,Normal,Warm,Inbound,2017-02-10 22:11:47
W_Services_Event.00094,W_Services_User.00002,Send Letter,Email,15,In Progress,Normal,Warm,Outbound,2017-02-10 22:11:47
W_Services_Event.00095,W_Services_User.00013,Send Letter,Email,0,Not Started,High,Warm,Outbound,2017-02-10 22:11:47
W_Services_Event.00096,W_Services_User.00014,Send Letter,Email,56,On Hold,Normal,Warm,Inbound,2017-02-10 22:11:47
W_Services_Event.00097,W_Services_User.00008,Other,Prep,0,In Progress,High,Cold,Outbound,2017-02-10 22:11:47
W_Services_Event.00098,W_Services_User.00020,Call,Meeting,0,On Hold,Normal,Hot,Inbound,2017-02-10 22:11:47
W_Services_Event.00099,W_Services_User.00006,Call,Meeting,0,Not Started,Normal,Warm,Inbound,2017-02-10 22:11:47
W_Services_Event.00100,W_Services_User.00007,Send Letter,Email,0,Completed,Normal,Warm,Outbound,2017-02-10 22:11:47
W_Services_Event.00101,W_Services_User.00014,Other,Prep,0,Completed,Normal,Warm,Inbound,2017-02-10 22:11:47
W_Services_Event.00102,W_Services_User.00014,Other,Meeting,58,In Progress,Normal,Warm,Inbound,2017-02-10 22:11:47
W_Services_Event.00103,W_Services_User.00013,Send Quote,Email,0,Completed,Normal,Cold,Outbound,2017-02-10 22:11:47
W_Services_Event.00104,W_Services_User.00011,Call,Call,40,In Progress,Normal,Hot,Inbound,2017-02-10 22:11:47
W_Services_Event.00105,W_Services_User.00009,Send Letter,Email,57,Completed,Normal,Cold,Inbound,2017-02-10 22:11:47
W_Services_Event.00106,W_Services_User.00001,Send Quote,Email,41,In Progress,Normal,Cold,Inbound,2017-02-10 22:11:47
W_Services_Event.00107,W_Services_User.00007,Send Letter,Email,0,In Progress,Normal,Cold,Internal,2017-02-10 22:11:47
W_Services_Event.00108,W_Services_User.00016,Send Letter,Email,0,Not Started,Normal,Warm,Inbound,2017-02-10 22:11:47
W_Services_Event.00109,W_Services_User.00005,Send Letter,Email,0,On Hold,Normal,Cold,Outbound,2017-02-10 22:11:47
W_Services_Event.00110,W_Services_User.00001,Send Quote,Email,26,On Hold,Normal,Cold,Outbound,2017-02-10 22:11:47
W_Services_Event.00111,W_Services_User.00004,Call,Call,45,Not Started,High,Warm,Outbound,2017-02-10 22:11:47
W_Services_Event.00112,W_Services_User.00002,Call,Call,0,On Hold,Normal,Hot,Inbound,2017-02-10 22:11:47
W_Services_Event.00113,W_Services_User.00008,Other,Other,57,In Progress,Normal,Warm,Outbound,2017-02-10 22:11:47
W_Services_Event.00114,W_Services_User.00011,Send Letter,Email,0,On Hold,Normal,Hot,Outbound,2017-02-10 22:11:47
W_Services_Event.00115,W_Services_User.00004,Other,Other,2,Not Started,High,Warm,Inbound,2017-02-10 22:11:47
W_Services_Event.00116,W_Services_User.00008,Send Letter,Email,2,Completed,Normal,Warm,Inbound,2017-02-10 22:11:47
W_Services_Event.00117,W_Services_User.00003,Other,Other,0,Completed,Normal,Cold,Outbound,2017-02-10 22:11:47
W_Services_Event.00118,W_Services_User.00015,Send Quote,Email,47,Not Started,High,Warm,Outbound,2017-02-10 22:11:47
W_Services_Event.00119,W_Services_User.00017,Send Letter,Email,0,Not Started,Normal,Cold,Inbound,2017-02-10 22:11:47
W_Services_Event.00120,W_Services_User.00001,Call,Call,28,Completed,Normal,Cold,Inbound,2017-02-10 22:11:47
W_Services_Event.00121,W_Services_User.00013,Send Quote,Email,0,On Hold,Normal,Warm,Inbound,2017-02-10 22:11:47
W_Services_Event.00122,W_Services_User.00009,Send Letter,Email,53,Completed,Normal,Hot,Inbound,2017-02-10 22:11:47
W_Services_Event.00123,W_Services_User.00012,Other,Prep,0,Completed,Normal,Hot,Inbound,2017-02-10 22:11:47
W_Services_Event.00124,W_Services_User.00008,Other,Meeting,42,On Hold,Normal,Hot,Inbound,2017-02-10 22:11:47
W_Services_Event.00125,W_Services_User.00018,Send Letter,Email,12,Completed,Normal,Hot,Outbound,2017-02-10 22:11:47
W_Services_Event.00126,W_Services_User.00003,Other,Prep,0,In Progress,Normal,Cold,Inbound,2017-02-10 22:11:47
W_Services_Event.00127,W_Services_User.00004,Call,Call,0,In Progress,High,Hot,Outbound,2017-02-10 22:11:47
W_Services_Event.00128,W_Services_User.00015,Send Letter,Email,7,Completed,Normal,Warm,Inbound,2017-02-10 22:11:47
W_Services_Event.00129,W_Services_User.00010,Other,Other,0,On Hold,Normal,Warm,Inbound,2017-02-10 22:11:47
W_Services_Event.00130,W_Services_User.00003,Call,Meeting,0,Not Started,Normal,Hot,Outbound,2017-02-10 22:11:47
W_Services_Event.00131,W_Services_User.00008,Other,Meeting,6,On Hold,Normal,Warm,Inbound,2017-02-10 22:11:47
W_Services_Event.00132,W_Services_User.00012,Send Letter,Email,0,Completed,High,Hot,Outbound,2017-02-10 22:11:47
W_Services_Event.00133,W_Services_User.00006,Send Letter,Email,8,In Progress,Normal,Hot,Outbound,2017-02-10 22:11:47
W_Services_Event.00134,W_Services_User.00013,Other,Meeting,46,On Hold,Normal,Cold,Outbound,2017-02-10 22:11:47
W_Services_Event.00135,W_Services_User.00011,Call,Call,35,On Hold,Normal,Warm,Outbound,2017-02-10 22:11:47
W_Services_Event.00136,W_Services_User.00006,Send Letter,Email,50,In Progress,Normal,Warm,Outbound,2017-02-10 22:11:47
W_Services_Event.00137,W_Services_User.00018,Send Letter,Email,42,Completed,High,Warm,Internal,2017-02-10 22:11:47
W_Services_Event.00138,W_Services_User.00009,Send Quote,Email,25,Not Started,Normal,Cold,Outbound,2017-02-10 22:11:47
W_Services_Event.00139,W_Services_User.00009,Send Letter,Email,39,On Hold,Normal,Hot,Outbound,2017-02-10 22:11:47
W_Services_Event.00140,W_Services_User.00020,Send Letter,Email,0,In Progress,Normal,Warm,Outbound,2017-02-10 22:11:47
W_Services_Event.00141,W_Services_User.00005,Send Quote,Email,27,Not Started,High,Warm,Outbound,2017-02-10 22:11:47
W_Services_Event.00142,W_Services_User.00017,Send Letter,Email,0,Not Started,Normal,Cold,Inbound,2017-02-10 22:11:47
W_Services_Event.00143,W_Services_User.00011,Send Letter,Email,0,Completed,Normal,Cold,Inbound,2017-02-10 22:11:47
W_Services_Event.00144,W_Services_User.00005,Other,Other,0,On Hold,High,Hot,Outbound,2017-02-10 22:11:47
W_Services_Event.00145,W_Services_User.00010,Call,Call,0,Not Started,Normal,Hot,Internal,2017-02-10 22:11:47
W_Services_Event.00146,W_Services_User.00010,Send Letter,Email,0,Completed,Normal,Warm,Inbound,2017-02-10 22:11:47
W_Services_Event.00147,W_Services_User.00010,Call,Call,0,Completed,High,Warm,Outbound,2017-02-10 22:11:47
W_Services_Event.00148,W_Services_User.00005,Call,Call,0,On Hold,Normal,Warm,Inbound,2017-02-10 22:11:47
W_Services_Event.00149,W_Services_User.00018,Send Letter,Email,0,On Hold,Normal,Hot,Outbound,2017-02-10 22:11:47
W_Services_Event.00150,W_Services_User.00007,Send Letter,Email,0,In Progress,Normal,Warm,Outbound,2017-02-10 22:11:47
W_Services_Event.00151,W_Services_User.00002,Call,Call,44,Not Started,Normal,Hot,Inbound,2017-02-10 22:11:47
W_Services_Event.00152,W_Services_User.00007,Send Letter,Email,48,Not Started,High,Warm,Inbound,2017-02-10 22:11:47
W_Services_Event.00153,W_Services_User.00006,Send Quote,Email,22,On Hold,Normal,Cold,Inbound,2017-02-10 22:11:47
W_Services_Event.00154,W_Services_User.00006,Other,Prep,0,On Hold,Normal,Warm,Inbound,2017-02-10 22:11:47
W_Services_Event.00155,W_Services_User.00007,Call,Meeting,48,Completed,Normal,Warm,Outbound,2017-02-10 22:11:47
W_Services_Event.00156,W_Services_User.00018,Send Letter,Email,36,On Hold,Normal,Warm,Outbound,2017-02-10 22:11:47
W_Services_Event.00157,W_Services_User.00008,Call,Call,37,In Progress,Normal,Warm,Outbound,2017-02-10 22:11:47
W_Services_Event.00158,W_Services_User.00015,Send Letter,Email,21,Completed,Normal,Cold,Inbound,2017-02-10 22:11:47
W_Services_Event.00159,W_Services_User.00014,Call,Meeting,16,Completed,Normal,Hot,Inbound,2017-02-10 22:11:47
W_Services_Event.00160,W_Services_User.00009,Send Letter,Email,42,On Hold,Normal,Cold,Outbound,2017-02-10 22:11:47
W_Services_Event.00161,W_Services_User.00007,Other,Other,0,On Hold,Normal,Cold,Outbound,2017-02-10 22:11:47
W_Services_Event.00162,W_Services_User.00008,Send Letter,Email,0,Not Started,Normal,Warm,Inbound,2017-02-10 22:11:47
W_Services_Event.00163,W_Services_User.00005,Send Quote,Email,21,Not Started,Normal,Cold,Inbound,2017-02-10 22:11:47
W_Services_Event.00164,W_Services_User.00013,Other,Meeting,51,On Hold,Normal,Cold,Inbound,2017-02-10 22:11:47
W_Services_Event.00165,W_Services_User.00008,Send Quote,Email,39,On Hold,Normal,Warm,Inbound,2017-02-10 22:11:47
W_Services_Event.00166,W_Services_User.00011,Call,Meeting,0,On Hold,High,Cold,Inbound,2017-02-10 22:11:47
W_Services_Event.00167,W_Services_User.00011,Call,Call,0,Completed,Normal,Hot,Outbound,2017-02-10 22:11:47
W_Services_Event.00168,W_Services_User.00015,Call,Call,0,Completed,High,Warm,Inbound,2017-02-10 22:11:47
W_Services_Event.00169,W_Services_User.00011,Other,Other,0,Not Started,Normal,Warm,Inbound,2017-02-10 22:11:47
W_Services_Event.00170,W_Services_User.00013,Send Quote,Email,45,In Progress,Normal,Warm,Outbound,2017-02-10 22:11:47
W_Services_Event.00171,W_Services_User.00008,Call,Call,12,Not Started,Normal,Warm,Inbound,2017-02-10 22:11:47
W_Services_Event.00172,W_Services_User.00017,Send Letter,Email,0,In Progress,Normal,Warm,Inbound,2017-02-10 22:11:47
W_Services_Event.00173,W_Services_User.00007,Send Letter,Email,0,In Progress,High,Hot,Outbound,2017-02-10 22:11:47
W_Services_Event.00174,W_Services_User.00005,Send Quote,Email,53,Not Started,High,Cold,Inbound,2017-02-10 22:11:47
W_Services_Event.00175,W_Services_User.00015,Call,Call,52,Not Started,High,Hot,Inbound,2017-02-10 22:11:47
W_Services_Event.00176,W_Services_User.00008,Send Letter,Email,59,In Progress,Normal,Warm,Internal,2017-02-10 22:11:47
W_Services_Event.00177,W_Services_User.00001,Call,Call,12,Completed,Normal,Cold,Inbound,2017-02-10 22:11:47
W_Services_Event.00178,W_Services_User.00015,Call,Call,0,On Hold,Normal,Warm,Inbound,2017-02-10 22:11:47
W_Services_Event.00179,W_Services_User.00019,Send Quote,Email,45,Completed,Normal,Warm,Internal,2017-02-10 22:11:47
W_Services_Event.00180,W_Services_User.00017,Other,Prep,38,On Hold,Normal,Warm,Inbound,2017-02-10 22:11:47
W_Services_Event.00181,W_Services_User.00002,Call,Call,0,Not Started,Normal,Hot,Inbound,2017-02-10 22:11:47
W_Services_Event.00182,W_Services_User.00001,Other,Prep,0,Completed,Normal,Warm,Outbound,2017-02-10 22:11:47
W_Services_Event.00183,W_Services_User.00016,Send Letter,Email,9,Completed,Normal,Hot,Outbound,2017-02-10 22:11:47
W_Services_Event.00184,W_Services_User.00018,Other,Other,0,On Hold,Normal,Warm,Inbound,2017-02-10 22:11:47
W_Services_Event.00185,W_Services_User.00001,Other,Prep,8,Not Started,Normal,Warm,Inbound,2017-02-10 22:11:47
W_Services_Event.00186,W_Services_User.00016,Call,Call,39,On Hold,Normal,Warm,Inbound,2017-02-10 22:11:47
W_Services_Event.00187,W_Services_User.00016,Other,Other,29,Not Started,Normal,Warm,Inbound,2017-02-10 22:11:47
W_Services_Event.00188,W_Services_User.00008,Call,Call,27,In Progress,Normal,Hot,Outbound,2017-02-10 22:11:47
W_Services_Event.00189,W_Services_User.00004,Send Letter,Email,28,Completed,Normal,Cold,Inbound,2017-02-10 22:11:47
W_Services_Event.00190,W_Services_User.00008,Send Letter,Email,0,In Progress,Normal,Cold,Inbound,2017-02-10 22:11:47
W_Services_Event.00191,W_Services_User.00019,Send Letter,Email,22,Completed,Normal,Hot,Inbound,2017-02-10 22:11:47
W_Services_Event.00192,W_Services_User.00020,Other,Meeting,0,On Hold,Normal,Warm,Outbound,2017-02-10 22:11:47
W_Services_Event.00193,W_Services_User.00017,Other,Other,0,Completed,Normal,Hot,Inbound,2017-02-10 22:11:47
W_Services_Event.00194,W_Services_User.00001,Call,Meeting,20,Completed,Normal,Cold,Inbound,2017-02-10 22:11:47
W_Services_Event.00195,W_Services_User.00011,Send Letter,Email,0,In Progress,Normal,Warm,Inbound,2017-02-10 22:11:47
W_Services_Event.00196,W_Services_User.00017,Send Letter,Email,24,Completed,High,Cold,Outbound,2017-02-10 22:11:47
W_Services_Event.00197,W_Services_User.00002,Send Letter,Email,0,On Hold,High,Cold,Outbound,2017-02-10 22:11:47
W_Services_Event.00198,W_Services_User.00011,Send Letter,Email,0,In Progress,Normal,Warm,Inbound,2017-02-10 22:11:47
W_Services_Event.00199,W_Services_User.00004,Call,Call,30,In Progress,Normal,Warm,Inbound,2017-02-10 22:11:48
W_Services_Event.00200,W_Services_User.00018,Other,Meeting,52,On Hold,Normal,Warm,Inbound,2017-02-10 22:11:48
W_Services_Event.00201,W_Services_User.00003,Call,Meeting,0,Completed,Normal,Warm,Outbound,2017-02-10 22:11:48
W_Services_Event.00202,W_Services_User.00011,Call,Call,0,Completed,High,Hot,Inbound,2017-02-10 22:11:48
W_Services_Event.00203,W_Services_User.00017,Send Quote,Email,0,On Hold,Normal,Hot,Inbound,2017-02-10 22:11:48
W_Services_Event.00204,W_Services_User.00016,Other,Prep,0,On Hold,High,Cold,Internal,2017-02-10 22:11:48
W_Services_Event.00205,W_Services_User.00014,Send Letter,Email,16,Completed,Normal,Warm,Outbound,2017-02-10 22:11:48
W_Services_Event.00206,W_Services_User.00004,Send Letter,Email,0,On Hold,Normal,Cold,Internal,2017-02-10 22:11:48
W_Services_Event.00207,W_Services_User.00007,Other,Prep,0,Not Started,High,Hot,Inbound,2017-02-10 22:11:48
W_Services_Event.00208,W_Services_User.00009,Send Letter,Email,0,On Hold,Normal,Warm,Inbound,2017-02-10 22:11:48
W_Services_Event.00209,W_Services_User.00014,Call,Call,0,On Hold,High,Warm,Outbound,2017-02-10 22:11:48
W_Services_Event.00210,W_Services_User.00010,Send Letter,Email,0,Not Started,Normal,Warm,Outbound,2017-02-10 22:11:48
W_Services_Event.00211,W_Services_User.00016,Call,Meeting,0,Completed,Normal,Cold,Inbound,2017-02-10 22:11:48
W_Services_Event.00212,W_Services_User.00002,Send Letter,Email,53,Completed,Normal,Warm,Outbound,2017-02-10 22:11:48
W_Services_Event.00213,W_Services_User.00009,Other,Other,24,Completed,Normal,Cold,Inbound,2017-02-10 22:11:48
W_Services_Event.00214,W_Services_User.00015,Send Quote,Email,0,In Progress,Normal,Cold,Internal,2017-02-10 22:11:48
W_Services_Event.00215,W_Services_User.00004,Call,Meeting,14,In Progress,Normal,Hot,Inbound,2017-02-10 22:11:48
W_Services_Event.00216,W_Services_User.00003,Send Quote,Email,0,Not Started,Normal,Hot,Outbound,2017-02-10 22:11:48
W_Services_Event.00217,W_Services_User.00016,Call,Call,0,In Progress,Normal,Warm,Inbound,2017-02-10 22:11:48
W_Services_Event.00218,W_Services_User.00005,Call,Call,15,Not Started,High,Hot,Internal,2017-02-10 22:11:48
W_Services_Event.00219,W_Services_User.00016,Call,Meeting,0,Completed,High,Warm,Outbound,2017-02-10 22:11:48
W_Services_Event.00220,W_Services_User.00002,Call,Call,0,On Hold,Normal,Cold,Inbound,2017-02-10 22:11:48
W_Services_Event.00221,W_Services_User.00002,Send Letter,Email,0,Completed,High,Warm,Inbound,2017-02-10 22:11:48
W_Services_Event.00222,W_Services_User.00001,Call,Call,0,In Progress,Normal,Warm,Outbound,2017-02-10 22:11:48
W_Services_Event.00223,W_Services_User.00005,Send Letter,Email,0,Completed,High,Warm,Inbound,2017-02-10 22:11:48
W_Services_Event.00224,W_Services_User.00017,Call,Call,46,Completed,Normal,Warm,Inbound,2017-02-10 22:11:48
W_Services_Event.00225,W_Services_User.00001,Send Letter,Email,0,On Hold,Normal,Cold,Outbound,2017-02-10 22:11:48
W_Services_Event.00226,W_Services_User.00017,Call,Meeting,60,In Progress,Normal,Warm,Outbound,2017-02-10 22:11:48
W_Services_Event.00227,W_Services_User.00012,Send Letter,Email,0,Not Started,High,Warm,Outbound,2017-02-10 22:11:48
